Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
114512455,0000047D,false,Rx,4,6,8B,16,0B,17,0B,16,00,00,
114513449,000007ED,false,Rx,4,8,0D,08,00,00,00,00,10,22,
114516654,0000046E,false,Rx,4,6,8B,1C,0B,19,0B,28,00,00,
114517441,0000047E,false,Rx,4,6,8B,2A,0B,27,0B,25,00,00,
114518476,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
115337784,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
115434332,00000460,false,Rx,4,6,8B,11,0B,0F,0B,19,00,00,
115435240,00000460,false,Rx,4,8,8B,0D,0B,10,0B,18,0B,18,
115436153,00000460,false,Rx,4,8,8B,08,0B,09,0B,12,0B,12,
115437166,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
115438089,00000470,false,Rx,4,8,8B,11,0B,12,0B,12,0B,11,
115439021,00000470,false,Rx,4,8,80,01,0B,1A,0B,1B,0B,19,
115440004,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
115441088,000007E0,false,Rx,4,8,0D,09,00,00,00,00,10,16,
115441920,00000470,false,Rx,4,6,8B,19,0B,19,0B,1A,00,00,
115450985,00000463,false,Rx,4,8,8B,11,0B,13,0B,1F,0B,1D,
115451894,00000473,false,Rx,4,8,8B,1D,0B,1E,0B,1D,0B,1E,
115452878,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
115456238,00000460,false,Rx,4,8,8B,11,0B,11,0B,1B,0B,1A,
115457137,00000470,false,Rx,4,8,8B,1B,0B,1B,0B,19,0B,1A,
115458151,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
115490582,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,12,
115491481,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,11,
115492467,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
115501229,0000046A,false,Rx,4,8,8B,0F,0B,0F,0B,1B,0B,17,
115502138,0000047A,false,Rx,4,8,8B,1B,0B,18,0B,19,0B,19,
115503123,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
115510071,0000046C,false,Rx,4,6,8B,12,0B,11,0B,1C,00,00,
115510868,0000047C,false,Rx,4,6,8B,1E,0B,1E,0B,1C,00,00,
115511862,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
115514628,0000046D,false,Rx,4,6,8B,0D,0B,0D,0B,17,00,00,
115515436,0000047D,false,Rx,4,6,8B,16,0B,17,0B,16,00,00,
115516439,000007ED,false,Rx,4,8,0D,08,00,00,00,00,10,22,
115519604,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,28,00,00,
115520391,0000047E,false,Rx,4,6,8B,29,0B,26,0B,26,00,00,
115521435,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
116340616,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
116437142,00000460,false,Rx,4,6,8B,10,0B,10,0B,18,00,00,
116438061,00000460,false,Rx,4,8,8B,0E,0B,0E,0B,17,0B,18,
116439396,00000460,false,Rx,4,8,8B,10,0B,10,0B,1A,0B,1A,
116440298,00000470,false,Rx,4,8,8B,19,0B,1A,0B,1B,0B,1C,
116441310,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
116442295,00000470,false,Rx,4,8,80,02,0B,19,0B,1B,0B,18,
116443267,000007E0,false,Rx,4,8,0D,09,00,00,00,00,10,16,
116444109,00000470,false,Rx,4,6,8B,1A,0B,19,0B,19,00,00,
116453823,00000463,false,Rx,4,8,8B,12,0B,12,0B,1E,0B,1E,
116454742,00000473,false,Rx,4,8,8B,1C,0B,1E,0B,1E,0B,1D,
116455736,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
116458249,00000460,false,Rx,4,8,8B,07,0B,08,0B,12,0B,12,
116459158,00000470,false,Rx,4,8,8B,11,0B,12,0B,12,0B,12,
116460143,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
116493410,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,13,
116494320,00000478,false,Rx,4,8,8B,13,0B,11,0B,12,0B,12,
116495295,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
116504078,0000046A,false,Rx,4,8,8B,0F,0B,10,0B,17,0B,1B,
116504986,0000047A,false,Rx,4,8,8B,1A,0B,19,0B,1A,0B,17,
116505970,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
116512867,0000046C,false,Rx,4,6,8B,13,0B,11,0B,1B,00,00,
116513653,0000047C,false,Rx,4,6,8B,1D,0B,1C,0B,1C,00,00,
116514678,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
116517435,0000046D,false,Rx,4,6,8B,0D,0B,0E,0B,17,00,00,
116518223,0000047D,false,Rx,4,6,8B,16,0B,17,0B,16,00,00,
116519237,000007ED,false,Rx,4,8,0D,08,00,00,00,00,10,22,
116522422,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,28,00,00,
116523209,0000047E,false,Rx,4,6,8B,29,0B,27,0B,26,00,00,
116524253,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
117343304,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
117439822,00000460,false,Rx,4,6,8B,10,0B,10,0B,18,00,00,
117440742,00000460,false,Rx,4,8,8B,0E,0B,0E,0B,17,0B,18,
117448280,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
117449190,00000460,false,Rx,4,8,8B,08,0B,09,0B,12,0B,12,
117450513,00000460,false,Rx,4,8,8B,11,0B,11,0B,1C,0B,1D,
117451447,00000470,false,Rx,4,8,80,02,0B,19,0B,1C,0B,19,
117452358,00000470,false,Rx,4,8,8B,1B,0B,1A,0B,1A,0B,1A,
117453332,000007E0,false,Rx,4,8,0D,09,00,00,00,00,10,16,
117454354,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
117455115,00000470,false,Rx,4,6,8B,1A,0B,19,0B,1A,00,00,
117456150,00000470,false,Rx,4,8,8B,12,0B,12,0B,12,0B,11,
117457053,00000463,false,Rx,4,8,8B,12,0B,13,0B,1D,0B,1E,
117457966,00000473,false,Rx,4,8,8B,1D,0B,1F,0B,1D,0B,1E,
117458948,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
117459942,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
117496104,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,13,
117497023,00000478,false,Rx,4,8,8B,13,0B,12,0B,14,0B,13,
117498006,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
117506760,0000046A,false,Rx,4,8,8B,11,0B,10,0B,18,0B,1B,
117507668,0000047A,false,Rx,4,8,8B,1A,0B,18,0B,1A,0B,1A,
117508652,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
117515579,0000046C,false,Rx,4,6,8B,12,0B,11,0B,1C,00,00,
117516366,0000047C,false,Rx,4,6,8B,1D,0B,1E,0B,1C,00,00,
117517369,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
117520117,0000046D,false,Rx,4,6,8B,0D,0B,0D,0B,17,00,00,
117520914,0000047D,false,Rx,4,6,8B,16,0B,17,0B,16,00,00,
117521938,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
117525144,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,29,00,00,
117525921,0000047E,false,Rx,4,6,8B,2B,0B,27,0B,26,00,00,
117526976,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
118348685,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
118445200,00000460,false,Rx,4,6,8B,11,0B,0F,0B,19,00,00,
118446130,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,17,0B,18,
118447033,00000460,false,Rx,4,8,8B,07,0B,09,0B,11,0B,13,
118448045,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
118448948,00000470,false,Rx,4,8,8B,12,0B,12,0B,13,0B,12,
118449881,00000470,false,Rx,4,8,80,01,0B,19,0B,1C,0B,19,
118450865,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
118451877,00000460,false,Rx,4,8,8B,11,0B,0F,0B,1A,0B,1B,
118452860,000007E0,false,Rx,4,8,0D,09,00,00,00,00,10,16,
118453772,00000470,false,Rx,4,8,8B,1C,0B,1A,0B,19,0B,1A,
118454533,00000470,false,Rx,4,6,8B,19,0B,19,0B,1A,00,00,
118455544,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
118461897,00000463,false,Rx,4,8,8B,12,0B,13,0B,1D,0B,1F,
118462796,00000473,false,Rx,4,8,8B,1E,0B,1E,0B,1D,0B,1E,
118463789,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
118501493,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,13,
118502392,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,12,
118503376,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
118512139,0000046A,false,Rx,4,8,8B,0F,0B,0F,0B,1B,0B,1A,
118513038,0000047A,false,Rx,4,8,8B,18,0B,1B,0B,19,0B,18,
118514021,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
118520969,0000046C,false,Rx,4,6,8B,13,0B,11,0B,1C,00,00,
118521757,0000047C,false,Rx,4,6,8B,1D,0B,1D,0B,1C,00,00,
118522770,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
118525517,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,17,00,00,
118526305,0000047D,false,Rx,4,6,8B,17,0B,17,0B,16,00,00,
118527309,000007ED,false,Rx,4,8,0D,08,00,00,00,00,10,22,
118530505,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,28,00,00,
118531282,0000047E,false,Rx,4,6,8B,29,0B,27,0B,26,00,00,
118532336,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
119353770,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
119450286,00000460,false,Rx,4,6,8B,10,0B,10,0B,19,00,00,
119451204,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,17,0B,19,
119452119,00000460,false,Rx,4,8,8B,08,0B,09,0B,13,0B,13,
119453131,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
119454043,00000470,false,Rx,4,8,8B,12,0B,11,0B,12,0B,12,
119454954,00000470,false,Rx,4,8,80,01,0B,19,0B,1B,0B,18,
119455939,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
119456951,00000460,false,Rx,4,8,8B,10,0B,0F,0B,1B,0B,1D,
119457925,00000470,false,Rx,4,8,8B,1A,0B,19,0B,1A,0B,1C,
119458999,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
119466972,00000463,false,Rx,4,8,8B,11,0B,14,0B,1E,0B,1D,
119467881,00000473,false,Rx,4,8,8B,1D,0B,1D,0B,1F,0B,1C,
119468875,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
119473192,000007E0,false,Rx,4,8,0D,09,00,00,00,00,10,16,
119473971,00000470,false,Rx,4,6,8B,1A,0B,19,0B,1A,00,00,
119506578,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,12,
119507468,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,12,
119508452,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
119517234,0000046A,false,Rx,4,8,8B,0F,0B,11,0B,1A,0B,18,
119518134,0000047A,false,Rx,4,8,8B,1B,0B,1A,0B,18,0B,18,
119519118,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
119526046,0000046C,false,Rx,4,6,8B,13,0B,11,0B,1C,00,00,
119526833,0000047C,false,Rx,4,6,8B,1D,0B,1D,0B,1C,00,00,
119527857,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
119530593,0000046D,false,Rx,4,6,8B,0D,0B,0D,0B,17,00,00,
119531381,0000047D,false,Rx,4,6,8B,16,0B,18,0B,16,00,00,
119532394,000007ED,false,Rx,4,8,0D,08,00,00,00,00,10,22,
119535619,0000046E,false,Rx,4,6,8B,1B,0B,18,0B,27,00,00,
119536396,0000047E,false,Rx,4,6,8B,29,0B,27,0B,26,00,00,
119537431,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
120358809,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
120455326,00000460,false,Rx,4,6,8B,11,0B,0F,0B,19,00,00,
120456103,00000470,false,Rx,4,6,8B,19,0B,1A,0B,1A,00,00,
120457016,00000460,false,Rx,4,8,8B,07,0B,09,0B,13,0B,13,
120457937,00000460,false,Rx,4,8,8B,0F,0B,0E,0B,1A,0B,1A,
120458849,00000470,false,Rx,4,8,8B,12,0B,11,0B,12,0B,11,
120459742,00000470,false,Rx,4,8,8B,19,0B,19,0B,19,0B,1A,
120460725,000007E0,false,Rx,4,8,0D,09,00,00,00,00,10,16,
120461727,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
120462762,00000460,false,Rx,4,8,8B,0E,0B,0E,0B,17,0B,18,
120463765,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
120464653,00000470,false,Rx,4,8,80,01,0B,19,0B,1B,0B,19,
120465727,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
120472000,00000463,false,Rx,4,8,8B,11,0B,13,0B,1E,0B,1D,
120472919,00000473,false,Rx,4,8,8B,1E,0B,1F,0B,1D,0B,1E,
120473912,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
120511607,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,12,
120512507,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,12,
120513492,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
120522255,0000046A,false,Rx,4,8,8B,11,0B,10,0B,17,0B,1B,
120523144,0000047A,false,Rx,4,8,8B,1B,0B,19,0B,17,0B,1A,
120524128,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
120531097,0000046C,false,Rx,4,6,8B,13,0B,11,0B,1D,00,00,
120531874,0000047C,false,Rx,4,6,8B,1D,0B,1D,0B,1C,00,00,
120532898,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
120535664,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,17,00,00,
120536451,0000047D,false,Rx,4,6,8B,16,0B,17,0B,16,00,00,
120537466,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
120540631,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,28,00,00,
120541418,0000047E,false,Rx,4,6,8B,29,0B,26,0B,26,00,00,
120542451,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
121359166,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
121455682,00000460,false,Rx,4,6,8B,11,0B,0F,0B,19,00,00,
121456612,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,18,0B,18,
121457515,00000460,false,Rx,4,8,8B,08,0B,09,0B,13,0B,12,
121458811,00000470,false,Rx,4,8,8B,12,0B,12,0B,12,0B,11,
121459741,00000460,false,Rx,4,8,8B,0E,0B,10,0B,1C,0B,1D,
121461007,00000470,false,Rx,4,8,8B,1B,0B,1A,0B,19,0B,19,
121461990,000007E0,false,Rx,4,8,0D,09,00,00,00,00,10,16,
121462762,00000470,false,Rx,4,6,8B,1A,0B,19,0B,1A,00,00,
121463765,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
121464868,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
121472379,00000463,false,Rx,4,8,8B,12,0B,12,0B,1E,0B,1D,
121473298,00000473,false,Rx,4,8,8B,1E,0B,1E,0B,1F,0B,1D,
121474293,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
121479171,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
121480090,00000470,false,Rx,4,8,80,02,0B,19,0B,1B,0B,18,
121511966,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,13,
121512854,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,12,
121513838,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
121522630,0000046A,false,Rx,4,8,8B,10,0B,0E,0B,18,0B,1B,
121523529,0000047A,false,Rx,4,8,8B,1A,0B,17,0B,19,0B,1A,
121524513,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
121531440,0000046C,false,Rx,4,6,8B,12,0B,11,0B,1C,00,00,
121532227,0000047C,false,Rx,4,6,8B,1D,0B,1E,0B,1C,00,00,
121533230,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
121535998,0000046D,false,Rx,4,6,8B,0D,0B,0D,0B,17,00,00,
121536785,0000047D,false,Rx,4,6,8B,16,0B,17,0B,15,00,00,
121537829,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
121541005,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,28,00,00,
121541813,0000047E,false,Rx,4,6,8B,2A,0B,27,0B,26,00,00,
121542837,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
122361433,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
122457970,00000460,false,Rx,4,6,8B,11,0B,0F,0B,19,00,00,
122458881,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,17,0B,18,
122459794,00000460,false,Rx,4,8,8B,08,0B,09,0B,13,0B,11,
122461078,00000470,false,Rx,4,8,8B,13,0B,12,0B,13,0B,12,
122461992,00000460,false,Rx,4,8,8B,10,0B,0F,0B,1A,0B,1A,
122463277,00000470,false,Rx,4,8,8B,18,0B,18,0B,19,0B,1A,
122469177,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
122470106,00000470,false,Rx,4,8,80,02,0B,19,0B,1C,0B,19,
122471081,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
122471921,00000470,false,Rx,4,6,8B,19,0B,19,0B,1A,00,00,
122474620,00000463,false,Rx,4,8,8B,13,0B,13,0B,1E,0B,1D,
122475539,00000473,false,Rx,4,8,8B,1C,0B,1E,0B,1E,0B,1D,
122476534,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
122485547,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
122487064,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
122514234,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,12,
122515143,00000478,false,Rx,4,8,8B,13,0B,11,0B,12,0B,12,
122516127,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
122524901,0000046A,false,Rx,4,8,8B,0F,0B,0F,0B,18,0B,1B,
122525789,0000047A,false,Rx,4,8,8B,1B,0B,1A,0B,17,0B,19,
122526783,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
122533700,0000046C,false,Rx,4,6,8B,13,0B,12,0B,1C,00,00,
122534488,0000047C,false,Rx,4,6,8B,1E,0B,1E,0B,1C,00,00,
122535502,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
122538270,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,17,00,00,
122539047,0000047D,false,Rx,4,6,8B,17,0B,17,0B,16,00,00,
122540050,000007ED,false,Rx,4,8,0D,08,00,00,00,00,10,22,
122543287,0000046E,false,Rx,4,6,8B,1A,0B,19,0B,29,00,00,
122544054,0000047E,false,Rx,4,6,8B,29,0B,27,0B,25,00,00,
122545098,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
123363489,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
123459996,00000460,false,Rx,4,6,8B,10,0B,0F,0B,19,00,00,
123460925,00000460,false,Rx,4,8,8B,0E,0B,0E,0B,17,0B,18,
123468463,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
123469382,00000460,false,Rx,4,8,8B,07,0B,09,0B,12,0B,13,
123470655,00000470,false,Rx,4,8,80,02,0B,19,0B,1B,0B,1A,
123471558,00000460,false,Rx,4,8,8B,0F,0B,11,0B,1C,0B,1A,
123472471,00000470,false,Rx,4,8,8B,11,0B,12,0B,12,0B,12,
123473406,00000470,false,Rx,4,8,8B,1A,0B,1C,0B,1A,0B,19,
123474380,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
123475392,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
123476163,00000470,false,Rx,4,6,8B,1A,0B,19,0B,1A,00,00,
123477084,00000463,false,Rx,4,8,8B,12,0B,12,0B,1F,0B,1E,
123478008,00000473,false,Rx,4,8,8B,1C,0B,1F,0B,1E,0B,1D,
123478999,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
123480094,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
123516287,00000468,false,Rx,4,8,8B,0A,0B,0A,0B,13,0B,12,
123517187,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,13,
123518171,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
123526932,0000046A,false,Rx,4,8,8B,0F,0B,0F,0B,19,0B,1B,
123527831,0000047A,false,Rx,4,8,8B,1B,0B,1A,0B,17,0B,19,
123528816,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
123535764,0000046C,false,Rx,4,6,8B,12,0B,11,0B,1C,00,00,
123536550,0000047C,false,Rx,4,6,8B,1D,0B,1E,0B,1C,00,00,
123537553,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
123540321,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,17,00,00,
123541108,0000047D,false,Rx,4,6,8B,17,0B,17,0B,16,00,00,
123542112,000007ED,false,Rx,4,8,0D,08,00,00,00,00,10,22,
123545317,0000046E,false,Rx,4,6,8B,1C,0B,19,0B,28,00,00,
123546114,0000047E,false,Rx,4,6,8B,2A,0B,28,0B,26,00,00,
123547129,000007EE,false,Rx,4,8,00,01,00,00,00,00,10,0F,
124367629,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
124464156,00000460,false,Rx,4,6,8B,10,0B,0F,0B,18,00,00,
124465072,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,17,0B,18,
124465996,00000460,false,Rx,4,8,8B,08,0B,08,0B,12,0B,12,
124466998,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
124467912,00000470,false,Rx,4,8,80,01,0B,19,0B,1B,0B,18,
124468924,00000460,false,Rx,4,8,8B,12,0B,11,0B,1B,0B,1A,
124469857,00000470,false,Rx,4,8,8B,11,0B,12,0B,12,0B,11,
124470768,00000470,false,Rx,4,8,8B,18,0B,19,0B,1A,0B,1C,
124471743,000007E0,false,Rx,4,8,0D,09,00,00,00,00,10,16,
124472745,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
124473516,00000470,false,Rx,4,6,8B,19,0B,19,0B,1A,00,00,
124474618,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
124480840,00000463,false,Rx,4,8,8B,12,0B,13,0B,1D,0B,1D,
124481740,00000473,false,Rx,4,8,8B,1D,0B,1F,0B,1D,0B,1D,
124482734,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
124520429,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,12,
124521328,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,12,
124522312,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
124531095,0000046A,false,Rx,4,8,8B,10,0B,0D,0B,1A,0B,1A,
124531984,0000047A,false,Rx,4,8,8B,19,0B,1A,0B,17,0B,1A,
124532968,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
124539887,0000046C,false,Rx,4,6,8B,12,0B,11,0B,1D,00,00,
124540673,0000047C,false,Rx,4,6,8B,1D,0B,1D,0B,1C,00,00,
124541698,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
124544496,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,17,00,00,
124545273,0000047D,false,Rx,4,6,8B,16,0B,17,0B,17,00,00,
124546288,000007ED,false,Rx,4,8,0D,08,00,00,00,00,10,22,
124549463,0000046E,false,Rx,4,6,8B,1A,0B,19,0B,28,00,00,
124550240,0000047E,false,Rx,4,6,8B,29,0B,26,0B,25,00,00,
124551283,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
125373074,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
125469589,00000460,false,Rx,4,6,8B,10,0B,10,0B,18,00,00,
125470507,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,17,0B,18,
125471420,00000460,false,Rx,4,8,8B,08,0B,09,0B,12,0B,12,
125472423,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
125473336,00000470,false,Rx,4,8,80,01,0B,19,0B,1B,0B,19,
125474358,00000460,false,Rx,4,8,8B,10,0B,0F,0B,1A,0B,1A,
125475281,00000470,false,Rx,4,8,8B,12,0B,12,0B,12,0B,12,
125476193,00000470,false,Rx,4,8,8B,18,0B,18,0B,19,0B,1A,
125477167,000007E0,false,Rx,4,8,0D,09,00,00,00,00,10,16,
125478179,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
125478941,00000470,false,Rx,4,6,8B,19,0B,19,0B,1A,00,00,
125480043,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
125486286,00000463,false,Rx,4,8,8B,13,0B,12,0B,1E,0B,1E,
125487195,00000473,false,Rx,4,8,8B,1D,0B,1F,0B,1D,0B,1E,
125488189,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
125525886,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,14,0B,12,
125526785,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,13,
125527769,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
125536531,0000046A,false,Rx,4,8,8B,10,0B,10,0B,17,0B,1B,
125537430,0000047A,false,Rx,4,8,8B,19,0B,19,0B,19,0B,17,
125538414,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
125545371,0000046C,false,Rx,4,6,8B,12,0B,11,0B,1C,00,00,
125546169,0000047C,false,Rx,4,6,8B,1E,0B,1E,0B,1C,00,00,
125547163,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
125549889,0000046D,false,Rx,4,6,8B,0D,0B,0D,0B,17,00,00,
125550695,0000047D,false,Rx,4,6,8B,16,0B,17,0B,16,00,00,
125551710,000007ED,false,Rx,4,8,0D,07,00,00,00,00,10,21,
125554896,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,28,00,00,
125555682,0000047E,false,Rx,4,6,8B,29,0B,26,0B,26,00,00,
125556727,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
126374521,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
126471034,00000460,false,Rx,4,6,8B,11,0B,10,0B,19,00,00,
126471973,00000460,false,Rx,4,8,8B,0E,0B,0E,0B,17,0B,18,
126472886,00000460,false,Rx,4,8,8B,08,0B,09,0B,12,0B,12,
126473899,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
126474812,00000470,false,Rx,4,8,80,01,0B,19,0B,1B,0B,19,
126475824,00000460,false,Rx,4,8,8B,12,0B,11,0B,1B,0B,1A,
126476737,00000470,false,Rx,4,8,8B,12,0B,13,0B,12,0B,12,
126477637,00000470,false,Rx,4,8,8B,19,0B,1B,0B,1C,0B,1C,
126478612,000007E0,false,Rx,4,8,0D,08,00,00,00,00,10,15,
126479624,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
